2023-05-09_16-53-55_i0.jpg,90,RC,T40,OTHER,
2023-05-10_19-18-42_i0.jpg,0,RC,T40,OTHER,
2023-05-11_10-08-34_i0.jpg,0,RC,T40,BATT,
2023-05-12_08-57-23_i0.jpg,0,RC,T40,SPRAY,
2023-05-13_13-07-29_i0.jpg,0,RC,T40,SPRAY,
2023-05-16_13-18-36_i0.jpg,0,RC,T40,BATT,
2023-05-16_21-23-15_i0.jpg,0,RC,T40,,
2023-05-16_21-44-48_i0.jpg,0,RC,T40,,
2023-05-17_12-33-32_i0.jpg,0,RC,T40,SPRAY,
2023-05-18_11-28-36_i0.jpg,0,RC,T40,FLIGHT,
2023-05-20_09-13-16_i0.jpg,0,RC,T40,,
2023-05-20_12-39-59_i0.jpg,90,RC,T40,,
2023-05-20_12-40-39_i0.jpg,90,RC,T40,,
2023-05-20_12-40-56_i0.jpg,90,RC,T40,,
2023-05-22_21-43-05_i0.jpg,0,RC,T40,OTHER,
2023-05-23_08-27-43_i0.jpg,0,RC,T40,SPRAY,
2023-05-26_06-58-42_i0.jpg,90,RC,T40,FLIGHT,
2023-05-29_17-00-36_i0.jpg,90,RC,T40,SPRAY,
2023-05-29_17-12-59_i0.jpg,0,RC,T40,SPRAY,
2023-05-30_08-33-34_i0.jpg,0,RC,T40,FLIGHT,
2023-05-31_09-11-36_i0.jpg,0,RC,T40,SPRAY,
2023-05-31_12-25-19_i0.jpg,90,RC,T40,SPRAY,
2023-06-01_12-59-20_i0.jpg,0,RC,T40,SPRAY,PROP
2023-06-02_09-54-07_i0.jpg,270,RC,T40,,
2023-06-02_17-15-47_i0.jpg,0,RC,T40,,
2023-06-02_17-17-13_i0.jpg,0,RC,T40,OTHER,
2023-06-05_16-30-28_i0.jpg,0,RC,T40,SPRAY,
2023-06-08_10-28-22_i0.jpg,90,RC,T40,OTHER,
2023-06-10_09-20-33_i0.jpg,0,RC,T40,,
2023-06-10_09-21-26_i0.jpg,0,RC,T40,,
2023-06-11_00-49-16_i0.jpg,90,RC,T40,OTHER,
2023-06-13_09-03-22_i0.jpg,90,RC,T40,BATT,
2023-06-13_09-04-01_i0.jpg,0,RC,T40,BATT,
2023-06-13_16-33-59_i0.jpg,90,RC,T40,PROP,
2023-06-13_18-06-34_i0.jpg,0,RC,T40,,
2023-06-14_11-09-42_i0.jpg,270,RC,T40,,
2023-06-16_08-30-27_i0.jpg,0,RC,T40,SPRAY,
2023-06-17_09-37-23_i0.jpg,0,RC,T40,PROP,
2023-06-17_09-37-23_i1.jpg,0,RC,T40,PROP,
2023-06-17_21-54-08_i0.jpg,90,RC,T40,BATT,
2023-06-19_06-28-51_i0.jpg,0,RC,T40,OTHER,
2023-06-20_05-59-03_i0.jpg,0,RC,T40,SPRAY,
2023-06-21_13-37-24_i0.jpg,0,RC,T40,PROP,
2023-06-21_13-37-25_i0.jpg,0,RC,T40,PROP,
2023-06-21_13-37-26_i0.jpg,0,RC,T40,PROP,
2023-06-21_13-40-45_i0.jpg,0,RC,T40,,
2023-06-21_14-51-34_i0.jpg,0,RC,T40,SPRAY,
2023-06-21_15-37-33_i0.jpg,0,RC,T40,,
2023-06-22_09-50-47_i0.jpg,0,RC,T40,OTHER,
2023-06-26_11-03-16_i0.jpg,0,RC,T40,SPRAY,
2023-06-28_08-19-21_i0.jpg,0,RC,T40,,
2023-06-30_16-25-33_i0.jpg,90,RC,T40,SPRAY,
2023-06-30_22-02-41_i0.jpg,0,RC,T40,,
2023-07-03_07-07-34_i0.jpg,0,RC,T40,PROP,SPRAY
2023-07-03_18-53-49_i0.jpg,0,RC,T40,FLIGHT,
2023-07-04_22-17-53_i0.jpg,0,RC,T40,,
2023-07-04_22-33-25_i0.jpg,0,RC,T40,,
2023-07-07_08-27-00_i0.jpg,0,RC,T40,SPRAY,OTHER
2023-07-07_16-19-34_i0.jpg,90,RC,T40,,
2023-07-08_07-34-21_i0.jpg,0,RC,T40,,
2023-07-08_07-34-21_i1.jpg,0,RC,T40,,
2023-07-08_07-34-21_i2.jpg,0,RC,T40,,
2023-07-08_07-34-21_i3.jpg,0,RC,T40,,
2023-07-08_08-03-09_i0.jpg,0,RC,T40,,
2023-07-08_08-08-07_i0.jpg,0,RC,T40,,
2023-07-08_18-03-47_i0.jpg,270,RC,T40,,
2023-07-08_18-08-30_i0.jpg,270,RC,T40,,
2023-07-10_11-15-59_i0.jpg,0,RC,T40,,
2023-07-10_14-12-19_i0.jpg,0,RC,T40,SPRAY,
2023-07-10_14-12-29_i0.jpg,0,RC,T40,SPRAY,
2023-07-13_14-53-44_i0.jpg,0,RC,T40,SPRAY,FLIGHT
2023-07-13_19-22-11_i0.jpg,90,RC,T40,OTHER,
2023-07-14_09-28-46_i0.jpg,90,RC,T40,,
2023-07-14_20-43-08_i0.jpg,90,RC,T40,,
2023-07-14_20-43-24_i0.jpg,90,RC,T40,,
